category,market_tier,condition,is_premium_brand,tech_generation,ram_gb,storage_gb,size_value,performance_value,power_wattage,resolution_standard,cpu_gpu_tier,connectivity,brand,pack_count,confidence,original_title,original_row_id,error_log
Audio & Video Equipment,Mainstream,New,False,Current-Gen,,,,,,,,Wireless,Jabra,1.0,0.95,"Jabra Evolve2 55 Stereo Wireless Headset - Features AirComfort Technology, Noise-Cancelling Mics & Active Noise Cancellation - MS Teams Certified, Works with Other Platforms - Black",5735.0,
PC Components (Core),Mainstream,New,False,Current-Gen,,,,,,,,,ELEGOO,1.0,0.9,ELEGOO Presoldered Nano Boards USB-C with Cable Compatible with Arduino IDE Microcontroller Mini Board ATmega+328P CH340 Chip,5736.0,
Audio & Video Equipment,Mainstream,New,False,Current-Gen,,,4.0,,,,,,KICKER,2.0,0.95,"KICKER 46CSC44 CS-Series CSC4 4-Inch (100mm) Coaxial Speakers, 4-Ohm (Pair)",5737.0,
Networking & Smart Home,Premium,New,True,Current-Gen,,,,,,,,WiFi 6E,MSI,1.0,1.0,"MSI Radix AXE6600 WiFi 6E Tri-Band Gaming Router, AI QoS, RGB, 1.8GHz Quad-Core Processor, MU-MIMO, Gigabit Wireless, 8-Stream, High Speed Long Range",5738.0,
Accessories & Consumables,Budget,New,False,Current-Gen,,,,,,,,,Peak Design,4.0,0.9,"Peak Design Anchor Connectors for Peak Design Straps (4-Pack, 4th Generation)",5739.0,
Laptops & Chromebooks,Mainstream,New,False,Current-Gen,4.0,128.0,15.6,,,FHD (1080p),Quad-Core N4120,WiFi 6,Lenovo,1.0,0.9,"Lenovo 15.6"" FHD Chromebook-Intel Quad-Core N4120(> N4020) 4GB RAM,128GB Storage,(64GB eMMC+64GB SD Card),Home & Student Laptop,with Privacy Camera,Wi-Fi6,HDMI1.4,Chrome OS,Artic Grey",5740.0,
Cameras & Photography,Mainstream,New,False,Current-Gen,,,,,,4K/UHD (2160p),,,Holy Stone,1.0,0.9,"Holy Stone FAA Compliant Remote Identification broadcast Module Spare Parts for GPS Drones with Camera for Adults 4K, Remote ID broadcast Module Parts comply with US FAA Regulation; No worry about FAA",5741.0,
Accessories & Consumables,Budget,New,False,Legacy,,,,,,,,,Lexmark,1.0,1.0,"Lexmark B/MB2236 Return Program 1.2K Toner Cartridge (B221000), 1 Unit",5742.0,
Accessories & Consumables,Mainstream,New,False,Current-Gen,,,12.9,,,,,,Speck,1.0,0.9,"Speck Case for iPad Pro 6th Generation 12.9 Inch - Drop & Camera Protection, Slim Multi Range Stand, Apple Pencil Holder - Almond Milk/Mocha/Charcoal",5743.0,
Accessories & Consumables,Mainstream,New,False,Current-Gen,,,,,,,,,Made for Amazon,1.0,0.9,"Made for Amazon, Kids Portable Charger, for Fire Kids & Kids Pro Tablets",5744.0,
Accessories & Consumables,Mainstream,New,False,Legacy,,,,,,,,,Epson,1.0,0.9,"Epson T127120 DURABrite Ultra 127 Extra High-Capacity Inkjet Genuine Ink Cartridge, Black (T127120)",5745.0,
PC Components (Core),Mainstream,New,False,Current-Gen,,,,,,,,,Thermaltake,1.0,0.9,Thermaltake Tower 600 Black Mid-Tower ATX Case; 3 Tempered Glass Panels; Hidden-Connector Motherboard Support; Rotational PCI-e Slots; CA-1Z1-00M1WN-00; 3 Year Warranty,5746.0,
"Desktops, Workstations & Servers",Premium,New,True,Current-Gen,32.0,1024.0,,,,,i7,WiFi 6E,HP,1.0,1.0,"HP Elite 600 G9 Mini PC (Intel 16-Core i7-13700T, 32GB DDR5 RAM, 1TB PCle SSD) MFF Business Desktop Computer, Type-C, IST Keyboard, Mouse, DisplayPort, WiFi 6E, Ethernet, ‎BT, Win 11 Pro, Black",5747.0,
"Desktops, Workstations & Servers",Mainstream,New,False,Current-Gen,,,,,,,,,StarTech.com,1.0,1.0,StarTech.com 1U 19 inch Server Rack Rails - 24-36 inch Adjustable Depth - Universal 4 Post Rack Mount Rails - Network Equipment/Server/UPS Mounting Rail Kit HPE ProLiant Dell PowerEdge (UNIRAILS1UB),5748.0,
Peripherals & Input Devices,Mainstream,New,False,Current-Gen,,,,,,,,Wireless,Lexmark,1.0,0.95,"Lexmark CX431adw Color All-in-One Printer with Touchscreen, Multifunction Laser -for Office, Wireless, Mobile Ready & Duplex Printing (Print, Copy, Scan, Analog Fax (4-Series)(40N9370)",5749.0,
Cameras & Photography,Mainstream,New,True,Current-Gen,,,,,,,,,Canon,1.0,0.95,Canon EF 24-70mm f/2.8L II USM Standard Zoom Lens Black,5750.0,
Accessories & Consumables,Mainstream,New,True,Current-Gen,,,,,,,,,HP,1.0,0.9,"HP 202X Magenta High-yield Toner Cartridge | Works with HP Color LaserJet Pro M254, HP Color LaserJet Pro MFP M281 Series | CF503X",5751.0,
Displays & Mounting,Mainstream,New,False,Current-Gen,,,,,,,,,VIVO,2.0,1.0,"VIVO Vertical VESA Extender Plate Bracket Kit Designed for Low VESA Pattern TV’s, Fits TV Ceiling Mounts, 2 Brackets, Black, MOUNT-AD165",5752.0,
Cameras & Photography,Mainstream,New,False,Current-Gen,,,,,,,,,UBeesize,1.0,0.95,"UBeesize 74"" Camera Tripod with Phone Holder and Remote, Heavy Duty Tripod Stand with Portable Bag for Phone and Camera, Compatible with DSLR Cameras, Cell Phones, Spotting Scopes and Binoculars",5753.0,
Peripherals & Input Devices,Mainstream,New,True,Current-Gen,,,,,120.0,4K/UHD (2160p),,Wired,HP,1.0,0.9,"HP Thunderbolt 4 Dock 120W G4 (4J0A2AA), 13-in-1 USB C Docking Station with Max 100W Charging, 4 Displays 4K Display, Ethernet Port, 6 USB Ports, HDMI, 2 Displayport for Laptop, MacOS, ChromeOS, PC",5754.0,
Accessories & Consumables,Mainstream,New,False,Current-Gen,,32.0,,130.0,,,,,SanDisk,10.0,0.9,"SanDisk 32GB Ultra 130MB/s USB 3.0 Flash Drive SDCZ48-032G Bundle with (1) GoRAM Black Lanyard (32GB, 10 Pack)",5755.0,
Accessories & Consumables,Mainstream,New,False,Current-Gen,,,,,,,,,FREECOM-X,1.0,0.9,FREECOM-X/Spirit 2ND Helmet JBL KIT,5756.0,
Accessories & Consumables,Mainstream,New,False,Current-Gen,,,,,,,,,Presto,1.0,0.9,"Presto 05450 DualDaddy Electric Deep Fryer, Black",5757.0,
Accessories & Consumables,Mainstream,New,False,Current-Gen,,,7.62,,,,,,Arlo,1.0,0.95,"Arlo Outdoor Charging Cable - Arlo Certified Accessory - 25 ft, Weather Resistant Connector, Works with Arlo Pro 5S 2K, Pro 4, Pro 3, Ultra 2, Ultra, Floodlight, and Go 2 Cameras, White - VMA5600C",5758.0,
Accessories & Consumables,Budget,New,False,Legacy,,,,,,,,,HP,1.0,1.0,"HP 305A Cyan Toner Cartridge for HP Printers | Works with Printer Series: LaserJet Pro 300 M351, 300 MFP M375, 400 M451, 400 MFP M475 | CE411A",5759.0,
Peripherals & Input Devices,Mainstream,New,False,Current-Gen,,,,,,,,Wireless,Brother,1.0,0.95,"Brother Printer HLL8360CDWT Business Color Laser Printer with Duplex Printing, Wireless Networking and Dual Trays, White",5760.0,
Cameras & Photography,Mainstream,New,True,Current-Gen,,,,,,,,,Sigma,1.0,0.95,Sigma 150-600mm 5-6.3 Contemporary DG OS HSM Lens for Canon,5761.0,
Audio & Video Equipment,Mainstream,New,False,Current-Gen,,,52.0,,,,,,Pyle,2.0,0.9,"Pyle Speaker Stand Pair of Sound Play 1 and 3 Holder - Telescoping Height Adjustable from 26” - 52” Inch High Heavy Duty Three-point Triangle Base w/ Floor Spikes and 9” Square Platform, Black",5762.0,
Accessories & Consumables,Mainstream,New,True,Current-Gen,,256.0,,,,,,,Sony,1.0,0.9,Sony Tough G Series SDXC UHS-II Memory Card 256GB,5763.0,
Audio & Video Equipment,Mainstream,New,True,Current-Gen,,,,,,,,,Sony,1.0,0.9,Sony CD Cassette Radio CFD-S70 B,5764.0,
Peripherals & Input Devices,Mainstream,Renewed/Refurbished,True,Current-Gen,,,,,,,,,Microsoft,1.0,1.0,Microsoft Xbox Core Controller - Carbon Black (Renewed),5765.0,
Peripherals & Input Devices,Mainstream,New,True,Current-Gen,,,,18000.0,,,,Wireless,CORSAIR,1.0,1.0,"CORSAIR IRONCLAW WIRELESS RGB Rechargeable Gaming Mouse with Slipstream Technology - 18,000 DPI - 3-Zone RGB Multi-Color Backlighting - Black",5766.0,
Peripherals & Input Devices,Budget,New,False,Legacy,,,9.25,60.0,,4K/UHD (2160p),,Wired,Amazon Basics,1.0,0.9,"Amazon Basics DisplayPort (4k@60Hz) to HDMI Female Converter (Not Compatible with a USB Port), Black, 9.25 x 0.87 x 0.47 in",5767.0,
Accessories & Consumables,Mainstream,New,False,Current-Gen,,,,,,,,,StarTech.com,1.0,0.9,"StarTech.com IDE to SATA Hard Drive or Optical Drive Adapter Converter, 40-Pin PATA to 2.5"" SATA HDD / SSD / ODD Converter, TAA",5768.0,
Peripherals & Input Devices,Mainstream,New,False,Current-Gen,,,37.5,,,,,,Ergotron,1.0,1.0,"Ergotron – WorkFit-TL Standing Desk Converter, Dual Monitor Sit Stand Desk Riser for Tabletops – 37.5 Inch Width, Black",5769.0,
Cameras & Photography,Mainstream,New,False,Current-Gen,,,,,,,,,BOG,1.0,0.95,"BOG DeathGrip Infinite Aluminum Tripod with Heavy Duty Construction, 360 Degree Ball Head, Quick-Release Arca-Swiss Mount System, and Optics Plate for Hunting, Shooting, Glassing, and Outdoors",5770.0,
Audio & Video Equipment,Mainstream,New,True,Current-Gen,,,,,,,,Wired,YAMAHA,2.0,0.9,"YAMAHA NS-AW150BL 2-Way Indoor/Outdoor Speakers (Pair, Black) - Wired",5771.0,
Displays & Mounting,Mainstream,New,False,Current-Gen,,,30.0,,,,,,VIVO,1.0,1.0,"VIVO Steel Universal Bracket Pole Mount with Removable 75mm and 100mm VESA Plate, Fits up to 30 inch Screens, Black, MOUNT-POLE01",5772.0,
Networking & Smart Home,Mainstream,New,True,Current-Gen,,,,,,,,802.11ac Wave2 MU-MIMO,Ubiquiti,1.0,0.95,Ubiquiti UniFi nanoHD Compact 802.11ac Wave2 MU-MIMO Enterprise Access Point ( UAP-NANOHD-US),5773.0,
Accessories & Consumables,Budget,New,False,Current-Gen,,,,,,,,,Hp,1.0,0.9,"Hp 17Biiplus 17Bii+ Financial Calculator, 22-Digit Lcd",5774.0,
"Desktops, Workstations & Servers",Premium,New,True,Current-Gen,32.0,1024.0,,,,,i7,WiFi 6,Lenovo,2.0,1.0,"Lenovo ThinkCentre M70s Small Form Factor Business Desktop, Intel 20-Core i7-14700, 32GB DDR5, 1TB SSD, HDMI, DP, Wi-Fi 6, Wired KB & Mouse, Win 11 Pro, Bundle with ADATA UC310 64GB USB Flash Drive",5775.0,
Accessories & Consumables,Budget,New,False,Current-Gen,,,,,,,,,E-Z Ink,3.0,1.0,E-Z Ink Compatible TN830XL Toner Cartridges DR830 Drum Unit Replacement for Brother TN830XL Toner Cartridges DR830 Drum Unit for HL-L2460DW DCP-L2640DW HL-L2480DW HL-L2400D HL-L2405W Printer(3Pack),5776.0,
Tablets & E-Readers,Mainstream,New,False,Current-Gen,2.0,32.0,8.0,,,HD/HD+,MediaTek Helio A22,,Lenovo,1.0,1.0,"Lenovo Tab M8 Gen 4-2024 - Family Tablet - Google Kids Space - 8"" HD Touch Display - 2 GB Memory - 32 GB Storage - MediaTek Helio A22 - Arctic Grey - Folio with Stand",5777.0,
Accessories & Consumables,Budget,New,False,Current-Gen,,,,,,,,,HP,1.0,0.9,HP 650A Cyan Toner Cartridge | Works with HP Color LaserJet Enterprise CP5525 Series | CE271A,5778.0,
Peripherals & Input Devices,Mainstream,New,False,Current-Gen,,,,,,,,,Kensington,1.0,1.0,"Kensington Universal 3-in-1 Combination Laptop Lock, Computer Security Locking Cable - Resettable Version (K62316WW), Black",5779.0,
Gaming Systems & VR,Mainstream,Renewed/Refurbished,False,Legacy,,,,,,,,,Nintendo,1.0,0.85,Nintendo DSi - Matte Black (Renewed) [video game],5780.0,
Peripherals & Input Devices,Mainstream,New,True,Current-Gen,,,,,135.0,4K/UHD (2160p),,USB-C,Lenovo,1.0,0.95,"Lenovo ThinkPad Thunderbolt 3 Dock Gen 2 135W (40AN0135) Dual UHD 4K Display Capability, 2 HDMI, 2 DP, USB-C, USB 3.1 with 3 Years Warranty Card",5781.0,
Peripherals & Input Devices,Mainstream,New,False,Current-Gen,,,,,,,,,Hyperkin,1.0,1.0,"Hyperkin - Xenon Wired Controller - Officially licensed Xbox 360 Controller replica for Xbox Series X|S, Xbox One, Windows 10|11, PC, 3.5MM Audio Jack, Impulse Triggers - Black",5782.0,
Audio & Video Equipment,Mainstream,New,False,Current-Gen,,,,,,FHD (1080p),,Plug and Play,UGREEN,2.0,0.9,"UGREEN Full HD 1080P Webcam with Microphone, 2 Noise-Canceling Mics, 85° Fov & Fixed Focus, Plug and Play, Auto Light Correction, Privacy Cover PC Camera for Zoom/Skype/Teams, Switch 2, Silver Gray",5783.0,
Laptops & Chromebooks,Mainstream,New,False,Current-Gen,4.0,128.0,14.0,,,FHD (1080p),MediaTek Kompanio 520,,Lenovo,1.0,0.95,"Lenovo IdeaPad Slim 3 Chromebook Laptop (14"" FHD Touchscreen, 8-Core MediaTek Kompanio 520, 4GB RAM, 128GB (64GB eMMC+64GB SD)), Anti-Glare, Webcam, 13-Hr Long Battery Life, IST HUB, Chrome OS, Blue",5784.0,
Accessories & Consumables,Mainstream,New,True,Current-Gen,,5120.0,,,,,,,Western Digital,1.0,1.0,"Western Digital 5TB My Passport Portable External Hard Drive with password protection and auto backup software, White - Western DigitalBPKJ0050BWT-WESN",5785.0,
Accessories & Consumables,Mainstream,New,False,Current-Gen,,,1.0,10.0,100.0,,,USB 3.2,UGREEN,1.0,0.95,"UGREEN USB C Extension 10Gbps USB 3.2, USB-C Extension Cable 100W/4K 60Hz Compatible with iPhone 16/15, M3 MacBook Pro/Air, iPad Air 2024, Galaxy S24 Ultra Switch Consoles etc. (Grey, 1 m)",5786.0,
Accessories & Consumables,Mainstream,New,False,Current-Gen,,,3.0,60.0,,4K/UHD (2160p),,Wired,UGREEN,1.0,1.0,UGREEN Micro HDMI to HDMI Cable Adapter 4K 60Hz Ethernet Audio Return Channel Compatible with GoPro Hero 7/6 Raspberry Pi 5 Retroid Pocket 3+/3 Yoga 3 B500 Camera Video Capture Card 3FT,5787.0,
Networking & Smart Home,Premium,New,True,Current-Gen,,,,,,,,GPS,Garmin,1.0,0.95,"Garmin Foretrex 801, Wrist-Mounted GPS Navigation with Strap, Upgraded Multi-Band GNSS, Longer Battery Life",5788.0,
Accessories & Consumables,Mainstream,New,False,Current-Gen,,,,,,,,,,1.0,1.0,USB-C Charging Play Cable for DualSense Wireless Controller,5789.0,
Cameras & Photography,Mainstream,New,True,Current-Gen,,,,,,,,,Canon,1.0,0.95,"Canon RF28mm F2.8 STM Lens, RF Mount, Wide-Angle, for Full-Frame Cameras",5790.0,
Cameras & Photography,Mainstream,New,True,Current-Gen,,,,,,,,,Nikon,1.0,0.9,Nikon Z 7II | Ultra-high resolution full-frame mirrorless stills/video camera | Nikon USA Model,5791.0,
Cameras & Photography,Mainstream,New,False,Current-Gen,,,,,,,,,Fujifilm,40.0,0.9,"Fujifilm Instax Square SQ40 Instant Camera Vintage Black + Fuji Instax Film Value Pack (40 Sheets) + Shutter Accessories Bundle, Includes Style Compatible Carrying Case, Photo Album 80 Pockets",5792.0,
Audio & Video Equipment,Premium,New,True,Current-Gen,,,,,,,,Bluetooth,Klipsch,1.0,0.95,"Klipsch The Austin Portable Bluetooth Speaker with a 1.5"" Full Range Driver, IP67 dust and Waterproof Rating, 12 Hours of Playtime for a Premium Live Concert Experience",5793.0,
Audio & Video Equipment,Mainstream,New,False,Current-Gen,,,,,,,,Bluetooth 5.3,OnePlus,1.0,0.9,"OnePlus Buds 3, Metallic Gray, Deep Bass, ANC, Immersive Sound, Up to 44 Hour Playtime with Charging case, Bluetooth 5.3",5794.0,
Accessories & Consumables,Mainstream,New,True,Current-Gen,,,,,65.0,,,,Microsoft,1.0,0.9,Microsoft Surface Power Supply 65W and Power Adapter Non Retail Packaging,5795.0,
Audio & Video Equipment,Mainstream,New,False,Current-Gen,,,,,,,,Bluetooth,Skullcandy,1.0,0.9,"Skullcandy Barrel Bluetooth Boombox Speaker – Water-Resistant Wireless Portable Speaker, with LED Lightshow Mode, 12 Hour Battery, Multi-Link, & USB-C & USB-A Output Charging",5796.0,
Displays & Mounting,Mainstream,New,False,Current-Gen,,,,,,,,,Mounting Dream,1.0,1.0,"Mounting Dream Advanced Tilt TV Wall Mount for Most 42-90 Inch Flat and Curved Television, Universal Mount Bracket with Extension up to 7 inch, Fits 16"", 24"", 32"" Studs, Max VESA 800x400mm and 120LBS",5797.0,
Accessories & Consumables,Mainstream,New,False,Current-Gen,,,,,,,,,ESR,1.0,0.9,"ESR for iPad Pro 11 Inch Case (M4) 2024 5th Gen, Removable Magnetic Cover with Pencil Holder, Vertical Stand, Fully Supports Pencil Pro and Pencil (USB-C), Rebound 360 Series, Black",5798.0,
PC Components (Core),Mainstream,New,False,Current-Gen,256.0,,,8000.0,,,Socket AM5,,ASRock,1.0,1.0,ASRock AMD B850 Phantom Gaming Riptide WiFi 7 Socket AM5 Ryzen 9000/8000/7000 Series DDR5 8000+ (OC) MHz 256GB ATX Motherboard M.2 SATA3 6.0 Gb/s PCIe 5.0,5799.0,
Accessories & Consumables,Mainstream,New,False,Legacy,,,13.0,,,,,,MOSISO,1.0,0.95,"MOSISO Compatible with MacBook Pro 13 inch Case M2 2025, 2024, 2023, 2022, 2021-2016 A2338 M1 A2251 A2289 A2159 A1989 A1708 A1706, Plastic Leopard Grain Hard Case&Keyboard Cover&Screen Protector,Black",5800.0,
Peripherals & Input Devices,Mainstream,New,False,Current-Gen,,,,,,,,,EPOMAKER,35.0,1.0,"EPOMAKER Sea Salt Silent Mechanical Keyboard Switches Set, 5-Pin Switch, Pre-Lubed Linear Switch with LED Slot, 35 Pieces for Mechanical Keyboard",5801.0,
Accessories & Consumables,Budget,New,False,Legacy,,,22.54,,,,,,Sharp,1.0,1.0,"Sharp ELECTRONICS Standard Function Calculator (EL2630PIII), White, 8 7/8 x 12 7/8",5802.0,
"Desktops, Workstations & Servers",Premium,New,True,Current-Gen,32.0,1024.0,16.0,,,FHD (1080p),Intel Core Ultra 7 165H,,Lenovo,1.0,1.0,"Lenovo ThinkPad P16s Gen 3 21KS0026US 16"" Mobile Workstation - WUXGA - Intel Core Ultra 7 165H - vPro Technology - 32 GB - 1 TB SSD - English Keyboard - Black",5803.0,
Accessories & Consumables,Mainstream,New,True,Current-Gen,,,,,,,,,THE NORTH FACE,1.0,0.95,"THE NORTH FACE Vault Everyday Laptop Backpack | Commuter Travel Bag with Water-Repellent Finish, Spacious Main Compartment, Khaki Stone/TNF Black, One Size",5804.0,
Accessories & Consumables,Mainstream,New,False,Legacy,,,,,,,,,3M,1.0,1.0,"3M WorkTunes Hearing Protector Replacement Ear Cushion Hygiene Kit, 1 pair, works with WorkTunes AM/FM (90541) and WorkTunes Connect + AM/FM (90542)",5805.0,
Audio & Video Equipment,Mainstream,New,False,Current-Gen,,,,,8.0,,,,Baofeng,2.0,1.0,"Ham Radio Baofeng UV-5R Radio 8W Long Range UV5R Dual Band Handheld High Power 3800mAh Rechargeable Walkie Talkies Handheld Two Way Radio with Programming Cable and Earpiece for Survival Gear,2Pack",5806.0,
Audio & Video Equipment,Mainstream,New,False,Current-Gen,,,,,,,,Bluetooth,Sennheiser,1.0,0.9,"Sennheiser ACCENTUM Wireless Bluetooth Headphones - 50-Hour Battery Life, Audio, Hybrid Noise Cancelling (ANC), All-Day Comfort and Clear Voice Pick-up for Calls, Black",5807.0,
Audio & Video Equipment,Mainstream,New,True,Current-Gen,,,,,,,,,Shure,1.0,1.0,"Shure BLX14/P31 Wireless Microphone System - 14-Hour Battery Life, 300 ft Range, UHF | Includes PGA31 Headset Mic, Bodypack Transmitter, Single Channel Receiver | H11 Band (BLX14/P31-H11)",5808.0,
Accessories & Consumables,Mainstream,New,False,Current-Gen,,,,,,,,,Scosche,1.0,1.0,"Scosche MP2DVM MagicMount Pro2 Magnetic Cell Phone Holder, Adhesive Car Dashboard Mount with Removable Vent Clip, Hands-Free Phone Stand Compatible with MagSafe, iPhone 16/15/14/13/12 Series and More",5809.0,
PC Components (Core),Premium,New,True,Current-Gen,,2048.0,,,,,,,Corsair,1.0,1.0,"Corsair MP600 PRO LPX 2TB M.2 NVMe PCIe x4 Gen4 SSD - Optimised for PS5 (Up to 7,100MB/sec Sequential Read & 6,800MB/sec Sequential Write Speeds, High-Speed Interface, Compact Form Factor) White",5810.0,
Accessories & Consumables,Mainstream,New,False,Current-Gen,,,1.5,,,,,,GE,2.0,0.9,"GE 6-Outlet Power Strip, 2 Pack, 1.5 Ft Extension Cord, Heavy Duty Plug, Grounded, Integrated Circuit Breaker, 3-Prong, Wall Mount, ETL Listed, White, 14833",5811.0,
Accessories & Consumables,Mainstream,New,False,Legacy,,,,,,,,,E-Z Ink,2.0,0.95,"E-Z Ink 245XL Ink Cartridge Replacement for Canon 245XL 246XL Combo Pack PG-245XL CL-246XL for Canon Ink 245 and 246 with Pixma MX490 MG2522 MX492 TR4520 MG3022 MG2520 TS3122 Printer (Black, Color)",5812.0,
Peripherals & Input Devices,Mainstream,New,False,Current-Gen,,,,,65.0,,,,Lenovo,1.0,1.0,"Lenovo Laptop Charger 65W Watt USB Type C(USB-C) AC Power Adapter - ThinkPad X1 Carbon Gen 11,E16, ADLX65YDC3E",5813.0,
Audio & Video Equipment,Mainstream,New,False,Current-Gen,,,,100.0,100.0,,,Wireless,GODOX,1.0,0.9,"GODOX V100C USA Flash V100-C U 100w Round Head Touch Screen Flash for Canon,2.4G Wireless with External Flash and Global Shutter Flash Sync 1/80000s,Built-in Lithium Battery(USA Version)",5814.0,
Accessories & Consumables,Mainstream,New,False,Current-Gen,,64.0,,,,,,,SanDisk,2.0,1.0,[Older Version] SanDisk 32GB 2-Pack Ultra MicroSDHC UHS-I Memory Card (2x32GB) - SDSQUAR-032G-GN6MT,5815.0,
Accessories & Consumables,Budget,New,False,Legacy,,,,,,,,,LISEN,1.0,0.9,"LISEN for i Phone 17 Air for Magsafe 360 Degree Car Phone Holder, Dashboard Holder, Magnetic Holders for Car Dash, Clip Cell Cars Holders for Your Rearview Mirror, for iPhone 16 Pro Max 15 14 13 12",5816.0,
Accessories & Consumables,Mainstream,New,False,Current-Gen,,,,,,,,,Avery,750.0,0.9,"Avery TrueBlock File Folder Labels, 2/3"" x 3-7/16"", 750 Printable Labels, Assorted Colors, Permanent (5266)",5817.0,
Audio & Video Equipment,Mainstream,New,False,Current-Gen,,,6.0,,,,,,Kicker,2.0,0.95,Kicker 6x9 Inch PS-Series Powersports Speakers 40PS694 (Pair),5818.0,
Peripherals & Input Devices,Mainstream,New,False,Current-Gen,,,,,,,,,VIVO,1.0,1.0,"VIVO Adjustable Clamp-on Desk Leg PC Mount, Under Desk PC Mount, Computer Case CPU Holder with Tool-Free Installation, Black, MOUNT-PC01C",5819.0,
Audio & Video Equipment,Mainstream,New,False,Current-Gen,,,,,,,,Bluetooth,Victrola,1.0,0.95,"Victrola Century 6-in-1 Vinyl Record Player & Music Center – 3-Speed Turntable, CD & Cassette Player, VINYLSTREAM, Bluetooth & 3.5mm Aux, Record Player with Speakers, Mid Century Design (Walnut)",5820.0,
Accessories & Consumables,Budget,New,False,Legacy,,,,,,,,,Texas Instruments,1.0,0.9,Texas Instruments TI15 TI-15 Explorer Elementary Calculator,5821.0,
Displays & Mounting,Mainstream,New,False,Current-Gen,,,,,,FHD (1080p),,,GE,1.0,0.95,"GE Flat Panel Indoor HD Digital TV Antenna, Long Range Smart TV Antenna, Supports 4K 1080P HD Smart TV VHF UHF, Extendable Dipole Rabbit Ears, Adjustable Stand, 5ft Coax HDTV Cable, 33681",5822.0,
Networking & Smart Home,Mainstream,New,True,Current-Gen,,,,,,,,WiFi 6,NETGEAR,1.0,0.95,"NETGEAR WiFi 6 Mesh Range Extender (EAX12) - Add up to 1,200 sq. ft. and 15+ Devices with AX1600 Dual-Band Wireless Signal Booster & Repeater (up to 1.6Gbps Speed), WPA3 Security, Smart Roaming",5823.0,
