category,subtype,market_tier,condition,is_premium_brand,tech_generation,brand,confidence,printer_tech,is_color,is_multifunction,paper_size_max,ppm,pack_count,is_xl,ups_capacity_value,ups_capacity_unit,is_rackmount,rack_u,power_capacity_value,power_capacity_unit,audio_channels,total_power_w,has_dolby_atmos,has_subwoofer,has_anc,form_factor,mic_type,audio_resolution,video_output_res,switch_type,dpi,has_screen,is_thunderbolt,max_resolution,read_speed_mbs,scan_engine,wifi_standard,speed_class,node_count,frequency_bands,has_poe,multi_gig_ports,power_source,smart_protocol,is_outdoor,screen_size_in,resolution_standard,panel_tech,refresh_rate_hz,is_smart,mount_type,adjustment_type,num_screens,max_weight_kg,is_heavy_duty,sensor_format,max_video_res,is_body_only,mount_system,megapixels,is_pro_line,focal_range,max_aperture_f,is_kit,component_series,vram_gb,has_x3d,ram_gb,storage_gb,tech_gen,power_wattage,efficiency_rating,chipset,is_aio,is_gaming,platform_family,is_digital_edition,nas_bays,model_name,cellular_type,has_stylus,case_size_mm,is_rugged,is_specialized,gps_activity,has_touchscreen,cable_length_m,interface_type,is_braided,material,brand_compatibility,is_active,is_original,connector_gender,is_wireless,port_count,storage_type,pd_wattage,model_used,original_title,original_row_id
Accessories,strap_grip,Mainstream,New,False,Current-Gen,VELCRO,0.95,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"VELCRO Brand ONE-WRAP Cable Ties | 60Pk | 8 x 1/2"" Straps, Multicolor | Strong Reusable Wire Management | Cord Bundling for Home Office and Data Centers",1562
Out of Scope,excluded,Mainstream,New,False,Current-Gen,BAOFENG,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,BAOFENG Microphone Police Walkie Talkie Mic Accessories Ham Radio Speaker Mic for Baofeng UV-5R Mini BF-F8HP Pro 5RM UV-32 DM-32 GM21 UV-5G Plus GM-15PRO GM-5RH K5PLUS AR-152 Quansheng UV-K5 8,1563
"Office, Printing & Power",ups,Mainstream,New,False,Current-Gen,CyberPower,0.95,,,,,,,,950.0,VA,,,510.0,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"CyberPower SL950U Standby UPS Battery Backup and Surge Protector, 950VA/510W, 8 Outlets, USB Charge Ports, Slim Profile, UL Certified",1564
Displays & Mounting,monitor,Mainstream,New,True,Current-Gen,Asus,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.0,FHD_1080p,,144.0,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,Asus ROG Strix XG49VQ 49” Curved Gaming FreeSync Monitor 144Hz Dual Full HD HDR Eye Care with DP HDMI Black,1565
Accessories,protection_case,Mainstream,New,True,Current-Gen,OtterBox,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Plastic,Samsung,,,,,,,,gpt-4o-mini,"OtterBox Samsung Galaxy S24 Ultra Symmetry Series Case - Black, Ultra-Sleek, Wireless Charging Compatible, Raised Edges Protect Camera & Screen",1566
Accessories,protection_case,Mainstream,New,True,Current-Gen,Apple,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Silicone,iPhone 15,,,,,,,,gpt-4o-mini,Apple iPhone 15 Silicone Case with MagSafe - Winter Blue,1567
Accessories,protection_case,Mainstream,New,False,Current-Gen,Godox,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,Godox ML-CD15 Diffusion Dome for Godox V1 V1Pro AD100PRO AD200PRO V860III V860II V850II TT685II TT685 TT600 TT560II TT520II TT660S AD200 ML30 ML30Bi ML60 ML60Bi AD300PRO AD400PRO,1568
PC Components (Core),hdd_internal,Mainstream,New,False,Legacy,Seagate,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8000.0,,,,,,,,,,ST8000VX010,,,,,,,,,,,,,,,,,,HDD,,gpt-4o-mini,Seagate ST8000VX010 Hd Seagatest8000vx010 %,1569
Mobile Devices,smartwatch,Mainstream,New,True,Current-Gen,Garmin,0.9,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Venu 3S,,,41.0,,,,,,,,,,,,,,,,,gpt-4o-mini,Garmin 010-02785-02 Venu 3S Health Fitness GPS Smartwatch Gold Steel Bezel w/French Gray Case 41mm | Official USA Partner Model | Bundle with 2 YR CPS Enhanced Protection Pack,1570
"Office, Printing & Power",battery,Mainstream,New,False,Current-Gen,Panasonic,0.95,,,,,,4.0,,,,,,2450.0,mAh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,Panasonic Cr2450 Cr 2450 Lithium 3v Battery [ Pack of 4 ],1571
"Office, Printing & Power",battery,Mainstream,New,False,Legacy,ML,0.95,,,,,,,,,,,,10.0,mAh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"ML10-12 - 12 Volt 10 AH, F2 Terminal, Rechargeable SLA AGM Battery",1572
"Cameras, Photography & Video",camera,Mainstream,New,False,Current-Gen,Fujifilm,0.95,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"Fujifilm QuickSnap Flash 400 One Time Use 35mm Camera with Flash, 27 Exposures, 5-Pack",1573
"Cameras, Photography & Video",lens,Mainstream,Renewed/Refurbished,True,Current-Gen,Canon,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zoom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,Canon EF-S 55-250mm f/4.0-5.6 is II Telephoto Zoom Lens (Renewed),1574
Computers & Gaming,desktop,Mainstream,New,False,Current-Gen,HP,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WiFi_6_AX,,,,,,,,,,,,,,,,,,,,,,,,,,,,i7-13700T,,,16.0,512.0,Gen4,,,,,,,,,Elite Mini G9,,,,,,,,,,,,,,,,,,SSD,,gpt-4o-mini,"HP Elite Mini G9 Business Desktop Computer, 13th Gen Intel 16-Core i7-13700T, USB-C, Ultra Quite Design, RJ-45, HDMI, Wi-Fi 6, Bluetooth, KB & Mouse, Windows 11 Pro (16GB RAM | 512GB SSD)",1575
"Office, Printing & Power",toner_ink,Mainstream,New,False,Current-Gen,Scotch,0.95,,,,A4,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"Scotch Self-Seal Single-Sided Laminating Sheets, Letter Size 9 in x 12 in, 10-Pack",1576
Out of Scope,excluded,Mainstream,New,False,Current-Gen,Casio,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,Casio fx-CG50 Graphic Calculator (UK Version),1577
"Cameras, Photography & Video",mirrorless_dslr,Mainstream,New,False,Current-Gen,Fujifilm,0.9,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"Fujifilm Instax Mini 12 Camera Bundle - Purple, 20 Film Sheets, Carrying Case, Shutter Accessories",1578
"Office, Printing & Power",toner_ink,Mainstream,New,False,Current-Gen,E-Z Ink,0.95,,False,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,E-Z Ink TN221 Toner Cartridge Replacement for Brother TN221 TN-221 Black Toner Cartridge to Use with MFC-9130CW HL-3170CDW HL-3140CW HL-3180CDW MFC-9330CDW MFC-9340CDW HL-3150CDN (2 Black TN221 Toner),1579
"Office, Printing & Power",label_printer,Mainstream,New,False,Current-Gen,Brother,0.95,Thermal,False,False,A4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"Brother PTE110 Entry Level Industrial Handheld Labeling Tool Kit - Up to 12mm Labels, Orange",1580
Audio & Media Systems,headphones,Mainstream,New,True,Current-Gen,Philips,0.95,,,,,,,,,,,,,,,,,,True,over-ear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,gpt-4o-mini,"Philips H8506 Over-Ear Bluetooth Headphones with Noise Canceling Pro, Hi-Res Audio, 60-Hour Battery, Fast Charging, Lightweight, Soft Ear Cups, Bluetooth Multi-Point, App Control, Black",1581
Out of Scope,excluded,Mainstream,New,False,Current-Gen,TACTACAM,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,TACTACAM Reveal Lithium Cartridge 4 Port Charger,1582
"Office, Printing & Power",toner_ink,Mainstream,New,False,Current-Gen,Canon,0.95,Inkjet,True,False,A4,,1.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"Canon MC-G01 Maintenance Cartridge for Canon MAXIFY GX7020 and GX6020 Inkjet Printers, 1 Pack",1583
"Office, Printing & Power",toner_ink,Mainstream,New,True,Current-Gen,HP,1.0,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"HP 659A Magenta Toner Cartridge | Works with HP Color LaserJet Enterprise M856, HP Color LaserJet Enterprise MFP M776 Series | W2013A",1584
Mobile Devices,smartwatch,Mainstream,New,True,Current-Gen,SAMSUNG,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"SAMSUNG Galaxy Watch Ultra Trail Band, Smartwatch Replacement Strap for Men and Women, One Click Attachment, ET-SVL70MBEGUJ, Dark Gray",1585
Displays & Mounting,mount_stand,Mainstream,New,False,Current-Gen,VIVO,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,desk_arm,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"VIVO Monitor and Laptop Stand, 24 inch Desktop Riser, Black, STAND-V000D",1586
Peripherals & Input,dock_hub,Mainstream,New,False,Current-Gen,Amazon Basics,0.95,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USB 2.0,,,,,,,,7.0,,,gpt-4o-mini,"Amazon Basics 7 Port USB 2.0 Hub Tower with 5V/4A Power Adapter, Black",1587
Displays & Mounting,monitor,Mainstream,New,True,Current-Gen,SAMSUNG,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,FHD_1080p,LCD,75.0,,,Fixed,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,LF24T454GYNXZA,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"SAMSUNG FT45 Series 24-Inch WUXGA 1920 x 1200 Computer Monitor, 75Hz, IPS Panel, HDMI, DisplayPort, DVI, USB Hub, Built-in Speakers, Height Adjustable Stand, 3 Yr WRNTY (LF24T454GYNXZA),Black",1588
Computers & Gaming,desktop,Mainstream,New,False,Current-Gen,Lenovo,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WiFi_6_AX,,,,,,,,,,,,,,,,,,,,,,,,,,,,i5-14400,,,32.0,1024.0,DDR5,,,,,,,,,ThinkCentre M70s,,,,,,,,,,,,,,,,,,SSD,,gpt-4o-mini,"Lenovo ThinkCentre M70s Small Form Factor Business Desktop, 14th Gen Intel 10-Core i5-14400, 32GB DDR5 RAM, 1TB SSD, HDMI, DP, Wi-Fi 6, Windows 11 Pro, Bundle with Adata UC310 64GB USB Flash Drive",1589
"Office, Printing & Power",toner_ink,Mainstream,New,False,Current-Gen,HP,1.0,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"HP 131A Magenta Toner Cartridge for HP Printers | Works with Printer Series: LaserJet Pro 200 color M251, LaserJet Pro 200 color MFP M276 | CF213A",1590
Displays & Mounting,mount_arm,Mainstream,New,True,Current-Gen,MSI,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,desk_arm,Full-Motion,1.0,20.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"MSI MAG MT201 - Premium Heavy Duty Single Monitor Stand Arm, Supports 17-49"" Screens and 44 lbs, VESA Compatible, Adjustable Spring Assisted Mount, Clamp & Grommet, Quick Release Plate - Black",1591
Accessories,cable,Mainstream,New,True,Current-Gen,Belkin,0.95,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.006,USB-C 3.2,True,Plastic,"iPhone, Galaxy, Pixel, iPad",,,M-to-M,,,,,gpt-4o-mini,"Belkin USB C to USB C Cable, 3.3ft, 60W - Type C Charger, iPhone Charger Cord, Soft, Braided, Flexible for iPhone 16, Galaxy S25, Pixel 9, Airpods, iPad Pro, Tablet & More, Travel Essentials - Black",1592
"Cameras, Photography & Video",excluded,Mainstream,New,False,Current-Gen,Peak Design,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"Peak Design Camera Cube V2, Smedium (Small/Medium), Custom Organization and Protection, Weatherproof Shell with Interior Padding, Camera Bag Insert Compatible Travel & Outdoor Bags",1593
PC Components (Core),case_fan,Mainstream,New,True,Current-Gen,Lian-Li,0.95,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"Lian-Li UNI FAN SL-Infinity 120mm ARGB Case Fan with Controller, 3-Pack - White",1594
"Cameras, Photography & Video",lens,Premium,New,True,Current-Gen,Nikon,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,Zoom,2.8,,,,,,,,,,,,,,,,NIKKOR Z 14-24mm f/2.8 S,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,Nikon NIKKOR Z 14-24mm f/2.8 S | Professional large aperture wide-angle zoom lens for Z series mirrorless cameras | Nikon USA Model,1595
Accessories,remote_control,Mainstream,New,True,Current-Gen,LG,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,LG AN MR20GA Magic Remote Control for Select 2020 LG Smart TVs,1596
Displays & Mounting,monitor,Mainstream,New,False,Current-Gen,Westinghouse,0.95,,,,,,,,,,,,,,,,,,,,,,1080p,,,,,,,,,,,,,,,,,27.0,FHD_1080p,,180.0,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"Westinghouse 27 Inch Flat Gaming Monitor, 180Hz, 1ms, AMD FreeSync Support, Low Motion Blur, 1080p Full HD IPS Display, for Office, PC & Console Games with Built in Speakers, 1x DisplayPort, 2X HDMI",1597
Computers & Gaming,laptop,Premium,New,True,Current-Gen,MSI,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,FHD_1080p,,144.0,,,,,,,,,,,,,,,,i9-14900HX + RTX 4070,,,32.0,1024.0,DDR5,,,,,True,,,,,,,,,,,,,,,,,,,,,,SSD,,gpt-4o-mini,"MSI GE68HX Raider 16"" 144Hz FHD+ Gaming Laptop, 14th Gen Intel 24-Core i9-14900HX, GeForce RTX 4070, 32GB DDR5 RAM, 1TB SSD, RGB Backlit, Wi-Fi 7, Windows 11 Home",1598
Mobile Devices,smartphone,Mainstream,New,False,Current-Gen,Yealink,0.9,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,Yealink IP Phone W76P Bundle of W70B Base and W56H handset + 1-Unit W56H Handset… (1 x W56H),1599
Accessories,protection_case,Mainstream,New,True,Current-Gen,OtterBox,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"OtterBox iPhone SE 3rd & 2nd Gen, iPhone 8 & iPhone 7 (not Compatible with Plus Sized Models) Commuter Series Case - Indigo Way, Slim & Tough, Pocket-Friendly, with Port Protection",1600
PC Components (Core),hdd_internal,Mainstream,Renewed/Refurbished,False,Legacy,Seagate,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IronWolf,,,,10922.0,,,,,,,,,,ST12000VN0007,,,,,,,,,SATA,,,,,,,,,HDD,,gpt-4o-mini,"Seagate (Recertified) 12TB IronWolf NAS SATA Hard Drive 6Gb/s 256MB Cache 3.5-Inch Internal Hard Drive for NAS Servers, Personal Cloud Storage (ST12000VN0007)",1601
Accessories,protection_case,Mainstream,New,True,Current-Gen,GoPro,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"GoPro Max Lens Mod 2.0 (HERO12 Black) - Official GoPro Accessory, Black",1602
Out of Scope,excluded,Mainstream,New,False,Current-Gen,Celestron,0.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,Celestron StarSense Explorer DX 130AZ App-Enabled Telescope – 130mm Newtonian Reflector with Smartphone Dock & StarSense App – iPhone & Android Compatible – Easy-to-Use for Beginners,1603
"Office, Printing & Power",charger,Mainstream,New,False,Current-Gen,Dell,0.95,,,,,,,,,,,,65.0,W,,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,Dell Laptop Charger 65W watt AC Power Adapter(Power Supply) 19.5V 3.34A for Dell,1604
Audio & Media Systems,microphone,Mainstream,New,False,Current-Gen,NEEWER,0.95,,,,,,,,,,,,,,,,,,,,condenser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3.5mm TRS, USB C",,,,,,,,,,,gpt-4o-mini,"NEEWER Plug & Play Vlog Microphone for Camera, 20-20KHz Mini Supercardioid Mic Compatible with Sony Canon Nikon iPhone Samsung Android Tablet Mac with 3.5mm TRS USB C OTG Shock Mount Windscreen, VM10",1605
"Office, Printing & Power",toner_ink,Mainstream,New,True,Current-Gen,HP,1.0,,True,,,,5.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"HP Original 952XL Black, Cyan, Magenta, Yellow High-Yield Ink Cartridges (5-Pack) | Works OfficeJet 8702 OfficeJet Pro 7700, 8210, 8700 Series | Eligible for Instant Ink | 6ZA00AN",1606
"Office, Printing & Power",calculator,Mainstream,New,False,Legacy,Casio,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"Casio SL-300VC Standard Function Calculator, Pink",1607
Audio & Media Systems,subwoofer,Mainstream,New,True,Current-Gen,Sony,0.95,,,,,,,,,,,,,,2.1,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"Sony SA-SW5 Wireless Subwoofer for BRAVIA THEATER (BAR 9, BAR 8, QUAD), HT-A9/A7000/A5000/A3000/S2000 and STR-AN1000",1608
"Office, Printing & Power",toner_ink,Mainstream,New,True,Current-Gen,HP,1.0,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"HP 202A Magenta Toner Cartridge | Works with HP Color LaserJet Pro M254, HP Color LaserJet Pro MFP M281 Series | CF503A",1609
"Office, Printing & Power",scanner,Mainstream,New,False,Current-Gen,Epson,0.95,,True,False,A4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,Epson RapidReceipt RR-60 Mobile Color Receipt & Document Scanner with ScanSmart AI PRO Receipt Management & PDF Software for PC & Mac,1610
Peripherals & Input,dock_hub,Mainstream,New,False,Current-Gen,OWC,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"USB-C, USB 3.2",,,,,,,,,,,gpt-4o-mini,OWC Atlas FXR Thunderbolt (USB-C) + USB 3.2 (10Gb/s) CFexpress Card Reader,1611
"Office, Printing & Power",calculator,Mainstream,New,False,Current-Gen,Sharp,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"Sharp EL-1750V Two-Color Printing Calculator 2 Lines/Sec 3"" Black/Red",1612
"Office, Printing & Power",toner_ink,Mainstream,New,False,Current-Gen,E-Z Ink,0.95,Laser,True,False,A4,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,E-Z Ink Compatible TN433 Toner Cartridge Replacement for Brother TN433 TN-433 TN433bk TN431 to use with Brother MFC-L8900Cdw HL-L8360CDW HL-L8260CDW MFC-L8610CDW MFC-L8690CDW Printer (4 Pack),1613
Displays & Mounting,monitor,Mainstream,New,False,Current-Gen,Dell,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.0,FHD_1080p,LCD,100.0,,,Full-Motion,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,P2725H,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"Dell 27 Monitor - P2725H - 27-inch Full HD (1920 × 1080) 100Hz Display, IPS Panel, 99% sRGB, 1500:1 Contrast Ratio, Tilt/Swivel/Pivot/Height Adjustable, 3-Year Advanced Exchange Service - Black",1614
Audio & Media Systems,headphones,Mainstream,New,True,Current-Gen,Bose,0.95,,True,,,,,,,,,,,,,20.0,,,True,over-ear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,gpt-4o-mini,"Bose QuietComfort Bluetooth Headphones, Wireless Headphones with Active Over Ear Noise Cancelling and Mic, + Green Extreme 20W 2-Port Wall Charger (Black)",1615
Accessories,cable,Mainstream,New,False,Current-Gen,Klein Tools,0.95,,,,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RJ45,,,,,,M-to-M,,,,,gpt-4o-mini,"Klein Tools VDV826-703 Pass-Thru Modular Data Plug, RJ45 CAT6, Gold Plated, Pass Through Connectors 50-Pack",1616
Computers & Gaming,laptop,Mainstream,New,False,Current-Gen,HP,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,FHD_1080p,,,,,,,,,,,,,,,,,,Intel Core i3-N305,,,8.0,128.0,,,,,,,,,,Chromebook Plus x360 14b-cd0010nr,,,,,,,True,,,,,,,,,,,,,gpt-4o-mini,"HP Chromebook Plus x360 14 inch Laptop, FHD Touchscreen, Intel Core i3-N305, 8 GB RAM, 128 GB UFS, Intel UHD Graphics, Chrome OS, 14b-cd0010nr (2024)",1617
Peripherals & Input,keyboard,Mainstream,New,True,Current-Gen,ASUS,0.95,,,,,,,,,,,,,,,,,,,,,,,Mechanical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"ASUS ROG Strix Scope II Gaming Keyboard, pre-lubed ROG RX Red Linear Optical switches, Sound-dampening Foam, PBT doubleshot keycaps, Streaming hotkeys, Multi-Function Controls, Wrist Rest",1618
Audio & Media Systems,speaker,Mainstream,New,False,Current-Gen,KICKER,0.9,,,,,,2.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"KICKER Speaker Package of 2 Items: DS Series Two 6""x9"" Coaxial Speakers 4-Ohm & Two 6.5"" Coaxial Speakers 4-Ohm - 1x 43DSC69304, 1x 43DSC6504",1619
