category,subtype,market_tier,condition,is_premium_brand,tech_generation,brand,confidence,printer_tech,is_color,is_multifunction,paper_size_max,ppm,pack_count,is_xl,ups_capacity_value,ups_capacity_unit,is_rackmount,rack_u,power_capacity_value,power_capacity_unit,audio_channels,total_power_w,has_dolby_atmos,has_subwoofer,has_anc,form_factor,mic_type,audio_resolution,video_output_res,switch_type,dpi,has_screen,is_thunderbolt,max_resolution,read_speed_mbs,scan_engine,wifi_standard,speed_class,node_count,frequency_bands,has_poe,multi_gig_ports,power_source,smart_protocol,is_outdoor,screen_size_in,resolution_standard,panel_tech,refresh_rate_hz,is_smart,mount_type,adjustment_type,num_screens,max_weight_kg,is_heavy_duty,sensor_format,max_video_res,is_body_only,mount_system,megapixels,is_pro_line,focal_range,max_aperture_f,is_kit,component_series,vram_gb,has_x3d,ram_gb,storage_gb,tech_gen,power_wattage,efficiency_rating,chipset,is_aio,is_gaming,platform_family,is_digital_edition,nas_bays,model_name,cellular_type,has_stylus,case_size_mm,is_rugged,is_specialized,gps_activity,has_touchscreen,cable_length_m,interface_type,is_braided,material,brand_compatibility,is_active,is_original,connector_gender,is_wireless,port_count,storage_type,pd_wattage,case_keyboard,product_rating,is_best_seller,is_sponsored,buy_box_availability,sustainability_tags,has_coupon,discount_percentage,log_original_price,log_purchased_last_month,log_total_reviews,brand_subtype
"Office, Printing & Power",toner_ink,Mainstream,New,False,Current-Gen,Brother,0.95,,False,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,4.8,No Badge,Organic,1,0,0,0.05,3.979494720543159,5.303304908059076,6.875232087276577,Brother_toner_ink
Audio & Media Systems,speaker,Mainstream,New,True,Current-Gen,Klipsch,0.95,,,,,,,,,,,,,,5.1.4,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,4.6,No Badge,Organic,0,0,0,0.0,6.203547151062767,3.9318256327243257,6.335054251498059,Klipsch_speaker
Audio & Media Systems,microphone,Mainstream,New,True,Current-Gen,Shure,0.95,,,,,,,,,,,,,,,,,,,,condenser,,,,,,,,,,,,,,,,Wired,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MX153T/O-TQG,,,,,,,,,TQG / TA4F,,,,,,M-to-F,False,,,,False,4.5,No Badge,Organic,1,0,0,0.0,5.655991810819852,4.61512051684126,6.016157159698354,Shure_microphone
Audio & Media Systems,earbuds,Mainstream,New,False,Current-Gen,Skullcandy,0.95,,,,,,,,,,,,,,,,,,,in-ear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,False,4.2,No Badge,Organic,1,0,0,0.0,4.110709916308365,5.303304908059076,8.287780027088433,Skullcandy_earbuds
Audio & Media Systems,headphones,Mainstream,New,False,Current-Gen,Yamaha,0.9,,,,,,,,,,,,,,,,,,,over-ear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,4.6,No Badge,Organic,1,0,0,0.0,3.610647605844363,5.303304908059076,7.880048200971577,Yamaha_headphones
"Office, Printing & Power",toner_ink,Mainstream,New,False,Current-Gen,EPSON,0.95,,True,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,4.7,No Badge,Organic,1,0,0,0.0,3.5260663637080247,5.303304908059076,5.652489180268651,EPSON_toner_ink
Audio & Media Systems,headphones,Mainstream,New,False,Current-Gen,Kensington,0.9,,,,,,,,,,,,,,,,,,,on-ear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7432,3.5mm,,,,,,M-to-M,False,,,,False,4.4,No Badge,Organic,1,0,0,0.16,2.9932291433358724,5.707110264748875,7.044905117129371,Kensington_headphones
Audio & Media Systems,headphones,Mainstream,New,True,Current-Gen,JBL,0.95,,True,,,,,,,,,,,,,,,,True,over-ear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,False,4.4,No Badge,Organic,0,0,0,0.0,4.5107496103686,4.61512051684126,8.370547611074752,JBL_headphones
"Office, Printing & Power",ups,Mainstream,New,False,Current-Gen,GE,0.95,,,,,,,,,,,,,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6576,,,,,,,,,,,,False,4.7,No Badge,Organic,1,0,0,0.0,2.797281334830153,5.707110264748875,8.250097752572845,GE_ups
"Office, Printing & Power",toner_ink,Mainstream,New,False,Current-Gen,Post-it,0.9,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,4.7,No Badge,Organic,1,0,0,0.2,2.6239436918052106,5.993961427306569,5.828945617610208,Post-it_toner_ink
Accessories,adapter,Mainstream,New,False,Current-Gen,UGREEN,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5mm TRRS,,,,,,M-to-F,False,,,,False,4.4,No Badge,Organic,1,0,1,0.0,2.39698576841553,6.2166061010848646,7.993282328101591,UGREEN_adapter
Audio & Media Systems,speaker,Mainstream,New,False,Current-Gen,Crosley,0.9,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CR6047A-AB,,,,,,,,,,,,,,,,,,,,False,4.9,No Badge,Organic,1,1,0,0.0,4.603769205072463,4.61512051684126,2.4849066497880004,Crosley_speaker
Audio & Media Systems,headphones,Mainstream,New,False,Current-Gen,Monster,0.95,,,,,,,,,,,,,,Stereo,,,,,over-ear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,True,,,,False,0.0,No Badge,Organic,0,0,1,0.0,5.141605075260502,4.61512051684126,0.0,Monster_headphones
"Office, Printing & Power",charger,Mainstream,New,False,Current-Gen,Nitecore,0.9,,,,,,,,,,,,20000.0,mAh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,4.5,No Badge,Organic,0,0,0,0.0,4.614625344758847,4.61512051684126,3.1780538303479458,Nitecore_charger
Accessories,protection_case,Mainstream,New,True,Current-Gen,Samsung,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,3.8,No Badge,Organic,1,0,0,0.05,3.806440242853081,5.303304908059076,5.739792912179234,Samsung_protection_case
"Office, Printing & Power",charger,Mainstream,New,False,Current-Gen,Neewer,0.9,,,,,,,,,,,,,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,4.7,No Badge,Organic,1,0,0,0.44,3.610647605844363,5.707110264748875,7.507141079727608,Neewer_charger
"Office, Printing & Power",ups,Mainstream,New,False,Current-Gen,APC,0.95,,,,,,,,1500.0,VA,True,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,3.6,No Badge,Organic,0,0,0,0.0,6.4586830514916285,0.0,3.713572066704308,APC_ups
Accessories,protection_case,Mainstream,New,False,Current-Gen,STEALTH CAM,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Plastic,,,,,,,,,False,4.6,No Badge,Organic,1,0,0,0.0,2.8616292890305104,5.707110264748875,6.860663671448287,STEALTH CAM_protection_case
Accessories,protection_case,Mainstream,New,True,Current-Gen,Kate Spade,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,4.4,No Badge,Organic,1,0,0,0.0,4.859734881977045,4.61512051684126,7.269616749608169,Kate Spade_protection_case
Audio & Media Systems,turntable,Mainstream,New,True,Current-Gen,Audio-Technica,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,4.0,No Badge,Organic,1,0,0,0.0,5.799092654460526,3.9318256327243257,3.951243718581428,Audio-Technica_turntable
Accessories,protection_case,Mainstream,New,True,Current-Gen,OtterBox,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Plastic,"iPhone Xs, iPhone X",,,,,,,,False,4.6,No Badge,Organic,1,0,0,0.16,3.1616703510974213,5.707110264748875,9.417842227300437,OtterBox_protection_case
"Office, Printing & Power",printer_media,Mainstream,New,False,Current-Gen,Avery,0.9,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,4.7,No Badge,Organic,0,0,0,0.0,2.6871669901857858,5.707110264748875,6.411818267709897,Avery_printer_media
Accessories,protection_case,Mainstream,New,False,Current-Gen,Nanit,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,4.9,No Badge,Organic,1,0,0,0.3,3.433664571799657,5.707110264748875,4.30406509320417,Nanit_protection_case
"Office, Printing & Power",calculator,Mainstream,New,False,Current-Gen,Casio,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,4.4,No Badge,Organic,1,0,0,0.0,3.895283681423848,4.61512051684126,6.432940092739179,Casio_calculator
"Office, Printing & Power",printer,Mainstream,New,False,Current-Gen,Brother,0.95,Thermal,False,False,Wide-Format/Plotter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,4.4,No Badge,Organic,1,0,0,0.0,5.442374419541463,3.9318256327243257,6.81783057145415,Brother_printer
Audio & Media Systems,headphones,Mainstream,Renewed/Refurbished,True,Current-Gen,HyperX,0.95,,,,,,,,,,,,,,,,,,,over-ear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,Leather,,,,,False,,,,False,4.4,No Badge,Organic,0,0,0,0.07,3.433664571799657,5.303304908059076,5.356586274672012,HyperX_headphones
"Office, Printing & Power",ups,Mainstream,New,False,Current-Gen,Eaton,0.95,,,,,,,,1500.0,VA,,,900.0,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,4.2,No Badge,Organic,0,0,0,0.0,5.670639256062947,3.9318256327243257,6.548219102762372,Eaton_ups
Audio & Media Systems,speaker,Mainstream,New,False,Current-Gen,Pioneer,0.95,,,,,,2.0,,,,,,,,4.0,600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,4.5,No Badge,Organic,1,0,0,0.36,4.709440107163888,4.61512051684126,4.290459441148391,Pioneer_speaker
"Office, Printing & Power",toner_ink,Mainstream,New,False,Current-Gen,HP,0.95,,,,Wide-Format/Plotter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,4.9,No Badge,Organic,0,0,0,0.0,4.740138046398576,3.9318256327243257,3.7612001156935615,HP_toner_ink
Accessories,strap_grip,Mainstream,New,False,Current-Gen,PopSockets,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,4.6,No Badge,Organic,1,1,0,0.0,2.769458829230853,6.2166061010848646,9.641083287268616,PopSockets_strap_grip
"Office, Printing & Power",battery,Mainstream,New,False,Current-Gen,PHILIPS,0.95,,,,,,12.0,,,,,,1.5,Wh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,4.7,No Badge,Organic,1,0,0,0.1,2.2915241456346207,6.803505257608338,4.912654885736052,PHILIPS_battery
Accessories,protection_case,Mainstream,New,True,Current-Gen,OtterBox,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,4.6,No Badge,Organic,1,0,0,0.0,3.0440461338325417,5.707110264748875,6.466144724237619,OtterBox_protection_case
"Office, Printing & Power",charger,Mainstream,New,False,Current-Gen,UGREEN,0.95,,,,,,,,,,,,65.0,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,4.7,No Badge,Organic,0,1,0,0.31,3.931629535067065,5.303304908059076,8.116118431609365,UGREEN_charger
Audio & Media Systems,speaker,Mainstream,New,True,Current-Gen,YAMAHA,0.95,,,,,,2.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,4.6,No Badge,Organic,0,0,0,0.0,4.384398818818937,4.61512051684126,6.139884552226255,YAMAHA_speaker
Audio & Media Systems,speaker,Mainstream,New,False,Current-Gen,Pyle,0.95,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,4.2,No Badge,Organic,1,0,0,0.0,5.101633158918245,4.61512051684126,7.761319180947987,Pyle_speaker
Audio & Media Systems,speaker,Mainstream,New,True,Current-Gen,Klipsch,0.95,,,,,,,,,,,,,,2.0,50.0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,4.4,No Badge,Organic,1,0,0,0.0,6.551780090157678,3.9318256327243257,7.141245122350491,Klipsch_speaker
"Office, Printing & Power",battery,Mainstream,New,False,Legacy,Duracell,0.95,,,,,,2.0,,,,,,10000.0,mAh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,4.7,No Badge,Organic,1,0,0,0.09,2.1029138978649784,6.2166061010848646,7.576097340623111,Duracell_battery
Accessories,protection_case,Mainstream,New,True,Current-Gen,OtterBox,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Plastic,iPhone XR,,,,,,,,False,4.7,No Badge,Organic,1,0,0,0.0,3.2168738221975275,5.707110264748875,9.1986725671085,OtterBox_protection_case
Accessories,protection_case,Mainstream,New,False,Current-Gen,Insta360,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,4.8,No Badge,Organic,1,0,0,0.14,2.0781907597781832,6.2166061010848646,7.262628600974241,Insta360_protection_case
"Office, Printing & Power",printer,Mainstream,New,False,Current-Gen,Canon,0.95,Inkjet,True,True,A4,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,False,4.0,No Badge,Organic,1,1,0,0.0,4.6150215020384655,5.303304908059076,8.021912778985708,Canon_printer
Accessories,cable,Mainstream,New,False,Current-Gen,UGREEN,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,USB-C,,,,,,,,,,,False,4.8,No Badge,Organic,0,1,0,0.3,2.39698576841553,6.2166061010848646,7.762596048540069,UGREEN_cable
"Office, Printing & Power",toner_ink,Mainstream,New,False,Current-Gen,Canon,0.95,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,4.8,No Badge,Organic,1,0,0,0.12,2.8326249356838407,5.993961427306569,6.502790045915623,Canon_toner_ink
"Office, Printing & Power",ups,Mainstream,New,False,Current-Gen,APC,0.95,,,,,,,,,VA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,4.6,No Badge,Organic,0,0,0,0.0,4.4157031610332655,5.303304908059076,5.762051382780177,APC_ups
Audio & Media Systems,audio_interface,Mainstream,New,False,Current-Gen,iFi,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,4.5,No Badge,Organic,0,0,0,0.0,5.2521163476473225,4.61512051684126,5.135798437050262,iFi_audio_interface
Accessories,adapter,Mainstream,New,False,Current-Gen,UGREEN,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USB-C,,Metal,"MacBook Air/Pro, XPS",,,M-to-F,False,,,,False,4.3,No Badge,Organic,0,0,0,0.24,3.931629535067065,5.303304908059076,5.683579767338681,UGREEN_adapter
Audio & Media Systems,microphone,Mainstream,New,True,Current-Gen,RØDE,0.95,,,,,,,,,,,,,,,,,,,,condenser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,False,4.4,No Badge,Organic,1,0,0,0.0,4.663439094112067,4.61512051684126,5.081404364984463,RØDE_microphone
"Office, Printing & Power",toner_ink,Mainstream,New,True,Current-Gen,Canon,0.95,,True,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,4.7,No Badge,Organic,1,0,0,0.0,4.983606621708336,4.61512051684126,6.4457198193855785,Canon_toner_ink
Accessories,protection_case,Mainstream,New,True,Current-Gen,Kenneth Cole REACTION,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,4.6,No Badge,Organic,1,0,0,0.35,4.3943256902608985,4.61512051684126,7.612336837167746,Kenneth Cole REACTION_protection_case
"Office, Printing & Power",toner_ink,Mainstream,New,False,Current-Gen,EPSON,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"EcoTank ET-2500, ET-2550, ET-4500, ET-4550, ET-2600, ET-2650, ET-3600, ET-16500",,,,,,,,False,4.8,No Badge,Organic,1,0,0,0.15,2.63834278867739,6.2166061010848646,8.146419323098003,EPSON_toner_ink
Audio & Media Systems,headphones,Mainstream,New,True,Current-Gen,Razer,0.95,,,,,,,,,,,,,,,,,,,over-ear,condenser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,False,,,,False,4.4,No Badge,Organic,1,0,0,0.37,5.30325515557766,4.61512051684126,5.631211781821365,Razer_headphones
"Office, Printing & Power",toner_ink,Mainstream,New,True,Current-Gen,HP,1.0,Laser,False,False,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,4.5,No Badge,Organic,0,0,0,0.0,6.088795411226659,0.0,3.367295829986474,HP_toner_ink
"Office, Printing & Power",toner_ink,Mainstream,New,True,Current-Gen,Canon,0.95,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,4.7,No Badge,Organic,1,0,0,0.06,2.9439125248241944,5.707110264748875,6.436150368369428,Canon_toner_ink
"Office, Printing & Power",charger,Mainstream,New,False,Current-Gen,Scosche,0.9,,,,,,,,,,,,15.0,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,False,4.2,No Badge,Organic,1,0,0,0.0,4.262539022051294,4.61512051684126,4.919980925828125,Scosche_charger
Accessories,adapter,Mainstream,New,False,Current-Gen,Acer,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USB-C,,,"iPhone 15/16, Laptop, MacBook",,,M-to-F,,,,100.0,False,4.5,No Badge,Organic,0,0,0,0.08,3.218475744846861,5.707110264748875,6.300785794663244,Acer_adapter
Audio & Media Systems,speaker,Mainstream,New,True,Current-Gen,Klipsch,0.9,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,4.8,No Badge,Organic,0,0,0,0.0,6.214608098422191,3.9318256327243257,6.80128303447162,Klipsch_speaker
Audio & Media Systems,speaker,Mainstream,New,False,Current-Gen,Monster,0.9,,,,,,,,,,,,,,2.0,40.0,,,,,,,,,,,,,,,,,,,,,Battery,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,False,4.2,No Badge,Organic,1,0,1,0.0,4.219360635538369,5.303304908059076,6.152732694704104,Monster_speaker
Accessories,protection_case,Mainstream,New,False,Current-Gen,ESR,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,4.5,No Badge,Organic,0,0,0,0.24,2.9439125248241944,5.993961427306569,8.437067146936952,ESR_protection_case
"Office, Printing & Power",toner_ink,Mainstream,New,False,Current-Gen,Brother,1.0,,False,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,4.6,No Badge,Organic,1,0,0,0.0,4.923551187189142,4.61512051684126,7.3031700512368,Brother_toner_ink
Audio & Media Systems,speaker,Mainstream,New,True,Current-Gen,Yamaha,0.95,,,,,,,,,,,,,,5.1,50.0,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,False,4.6,No Badge,Organic,0,0,0,0.0,6.455119943897493,3.9318256327243257,3.6635616461296463,Yamaha_speaker
Audio & Media Systems,earbuds,Mainstream,New,True,Current-Gen,Samsung,0.9,,,,,,,,,,,,,,,,,,,in-ear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5mm,True,,"Galaxy A71, A31, Galaxy S10, S10e, Note 10, Note 10+, S10 Plus, S9",,,M-to-F,False,,,,False,4.3,No Badge,Organic,1,0,0,0.0,2.637627736805664,5.993961427306569,6.371611847231857,Samsung_earbuds
Audio & Media Systems,mic_accessory,Mainstream,New,False,Current-Gen,Samson,0.9,,,,,,,,,,,,,,,,,,,,dynamic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,4.7,No Badge,Organic,1,0,0,0.0,3.039749158970765,5.707110264748875,7.694392802629421,Samson_mic_accessory
"Office, Printing & Power",printer,Mainstream,New,False,Current-Gen,Epson,0.95,Inkjet,True,True,A4,15.0,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,Expression Photo XP-8800,,,,,,,True,,,,,,,,,True,,,,False,4.1,No Badge,Organic,1,0,0,0.0,5.802088163440325,4.61512051684126,3.367295829986474,Epson_printer
"Office, Printing & Power",toner_ink,Mainstream,New,False,Current-Gen,Avery,0.9,,,,,,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,4.7,No Badge,Organic,1,0,0,0.33,3.217274543501227,5.993961427306569,7.090076835776092,Avery_toner_ink
Accessories,adapter,Mainstream,New,False,Current-Gen,Hyperkin,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HDMI,,,,,,,,,,,False,4.4,No Badge,Organic,0,1,0,0.1,3.433664571799657,5.707110264748875,6.974478911025045,Hyperkin_adapter
"Office, Printing & Power",printer,Mainstream,New,False,Current-Gen,Brother,0.95,Thermal,False,False,A4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,False,4.7,No Badge,Organic,1,0,0,0.26,5.420534999272286,4.61512051684126,5.680172609017068,Brother_printer
"Office, Printing & Power",toner_ink,Mainstream,New,False,Current-Gen,E-Z Ink,0.95,,True,,,,4.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,4.0,No Badge,Organic,1,1,0,0.0,4.731714727313047,4.61512051684126,4.174387269895637,E-Z Ink_toner_ink
Accessories,mount_small,Mainstream,New,False,Current-Gen,Nite Ize,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,4.6,No Badge,Organic,0,0,0,0.0,3.87618855241893,5.707110264748875,7.358193752733032,Nite Ize_mount_small
